2025-12-20 01:53:01 | INFO | MOVE [0, 0] -> [0, 1] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:02 | INFO | MOVE [14, 2] -> [14, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:02 | INFO | MOVE [11, 2] -> [11, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:02 | INFO | MOVE [17, 2] -> [17, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:02 | INFO | MOVE [9, 2] -> [9, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:02 | INFO | MOVE [15, 2] -> [15, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:02 | INFO | MOVE [16, 2] -> [17, 2] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:02 | INFO | MOVE [8, 2] -> [8, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:02 | INFO | MOVE [21, 0] -> [22, 0] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:02 | INFO | MOVE [2, 2] -> [2, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:02 | INFO | MOVE [19, 1] -> [20, 1] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:03 | INFO | MOVE [0, 3] -> [1, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:03 | INFO | MOVE [3, 3] -> [4, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:03 | WARNING | BLOCKED [5, 3] -> [6, 3] | WAIT=0
2025-12-20 01:53:03 | WARNING | BLOCKED [6, 3] -> [7, 3] | WAIT=0
2025-12-20 01:53:03 | WARNING | BLOCKED [7, 3] -> [8, 3] | WAIT=0
2025-12-20 01:53:03 | INFO | MOVE [12, 3] -> [12, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:03 | WARNING | BLOCKED [13, 3] -> [14, 3] | WAIT=0
2025-12-20 01:53:03 | INFO | MOVE [10, 3] -> [10, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:03 | INFO | MOVE [14, 3] -> [14, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:03 | INFO | MOVE [1, 2] -> [2, 2] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:03 | INFO | MOVE [11, 3] -> [12, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:03 | INFO | MOVE [17, 3] -> [17, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:03 | INFO | MOVE [9, 3] -> [10, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:03 | INFO | MOVE [15, 3] -> [16, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:03 | INFO | MOVE [4, 2] -> [5, 2] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:03 | INFO | MOVE [8, 3] -> [8, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:03 | INFO | MOVE [22, 0] -> [23, 0] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:03 | INFO | MOVE [2, 3] -> [2, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:03 | INFO | MOVE [20, 1] -> [21, 1] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:03 | INFO | MOVE [17, 2] -> [18, 2] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:03 | INFO | MOVE [12, 4] -> [13, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:03 | INFO | MOVE [10, 4] -> [11, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:03 | INFO | MOVE [14, 4] -> [15, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:03 | INFO | MOVE [17, 4] -> [18, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:03 | INFO | MOVE [8, 4] -> [9, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:03 | INFO | MOVE [23, 0] -> [24, 0] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:03 | INFO | MOVE [2, 4] -> [3, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:03 | WARNING | BLOCKED [5, 3] -> [6, 3] | WAIT=1
2025-12-20 01:53:03 | WARNING | BLOCKED [6, 3] -> [7, 3] | WAIT=1
2025-12-20 01:53:03 | INFO | MOVE [7, 3] -> [8, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:03 | INFO | MOVE [13, 3] -> [14, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:03 | INFO | MOVE [1, 3] -> [2, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:03 | WARNING | BLOCKED [4, 3] -> [5, 3] | WAIT=0
2025-12-20 01:53:03 | INFO | MOVE [21, 1] -> [22, 1] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:03 | INFO | MOVE [2, 2] -> [3, 2] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:03 | INFO | MOVE [12, 3] -> [13, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:03 | INFO | MOVE [10, 3] -> [11, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:03 | INFO | MOVE [16, 3] -> [17, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:03 | INFO | MOVE [18, 2] -> [19, 2] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:03 | INFO | MOVE [5, 2] -> [6, 2] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:04 | INFO | MOVE [24, 0] -> [25, 0] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:04 | WARNING | BLOCKED [5, 3] -> [6, 3] | WAIT=2
2025-12-20 01:53:04 | INFO | MOVE [6, 3] -> [7, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:04 | INFO | MOVE [2, 3] -> [3, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:04 | WARNING | BLOCKED [4, 3] -> [5, 3] | WAIT=1
2025-12-20 01:53:04 | INFO | MOVE [13, 4] -> [14, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:04 | INFO | MOVE [22, 1] -> [23, 1] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:04 | INFO | MOVE [11, 4] -> [12, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:04 | INFO | MOVE [15, 4] -> [16, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:04 | INFO | MOVE [3, 2] -> [4, 2] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:04 | WARNING | BLOCKED [13, 3] -> [14, 3] | WAIT=0
2025-12-20 01:53:04 | INFO | MOVE [18, 4] -> [19, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:04 | INFO | MOVE [11, 3] -> [12, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:04 | INFO | MOVE [17, 3] -> [18, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:04 | INFO | MOVE [19, 2] -> [20, 2] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:04 | INFO | MOVE [6, 2] -> [7, 2] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:04 | INFO | MOVE [9, 4] -> [10, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:04 | INFO | MOVE [3, 4] -> [4, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:04 | INFO | MOVE [8, 3] -> [9, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:04 | INFO | MOVE [14, 3] -> [15, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:04 | INFO | MOVE [5, 3] -> [6, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:04 | INFO | MOVE [4, 3] -> [5, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:04 | INFO | MOVE [25, 0] -> [25, 1] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:04 | INFO | MOVE [3, 3] -> [3, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:04 | INFO | MOVE [14, 4] -> [15, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:04 | INFO | MOVE [23, 1] -> [24, 1] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:04 | INFO | MOVE [12, 4] -> [13, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:04 | INFO | MOVE [16, 4] -> [17, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:04 | INFO | MOVE [4, 2] -> [5, 2] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:04 | INFO | MOVE [19, 4] -> [20, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:04 | WARNING | BLOCKED [12, 3] -> [13, 3] | WAIT=0
2025-12-20 01:53:04 | INFO | MOVE [18, 3] -> [19, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:04 | INFO | MOVE [20, 2] -> [21, 2] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:04 | INFO | MOVE [7, 2] -> [8, 2] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:04 | INFO | MOVE [10, 4] -> [11, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:04 | INFO | MOVE [4, 4] -> [5, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:04 | INFO | MOVE [13, 3] -> [14, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:04 | INFO | MOVE [9, 3] -> [10, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:04 | INFO | MOVE [15, 3] -> [16, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:04 | INFO | MOVE [7, 3] -> [8, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:05 | INFO | MOVE [15, 4] -> [16, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:05 | WARNING | BLOCKED [24, 1] -> [25, 1] | WAIT=0
2025-12-20 01:53:05 | INFO | MOVE [13, 4] -> [14, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:05 | INFO | MOVE [17, 4] -> [18, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:05 | INFO | MOVE [5, 2] -> [6, 2] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:05 | INFO | MOVE [20, 4] -> [21, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:05 | INFO | MOVE [19, 3] -> [20, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:05 | INFO | MOVE [21, 2] -> [22, 2] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:05 | INFO | MOVE [8, 2] -> [9, 2] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:05 | INFO | MOVE [11, 4] -> [12, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:05 | INFO | MOVE [5, 4] -> [6, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:05 | INFO | MOVE [25, 1] -> [25, 2] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:05 | INFO | MOVE [10, 3] -> [11, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:05 | INFO | MOVE [16, 3] -> [17, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:05 | INFO | MOVE [3, 4] -> [3, 5] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:05 | INFO | MOVE [12, 3] -> [13, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:05 | WARNING | BLOCKED [5, 3] -> [6, 3] | WAIT=0
2025-12-20 01:53:05 | INFO | MOVE [8, 3] -> [9, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:05 | INFO | MOVE [14, 3] -> [15, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:05 | INFO | MOVE [6, 3] -> [7, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:05 | INFO | MOVE [16, 4] -> [17, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:05 | INFO | MOVE [14, 4] -> [15, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:05 | INFO | MOVE [18, 4] -> [19, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:05 | INFO | MOVE [6, 2] -> [6, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:05 | INFO | MOVE [21, 4] -> [22, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:05 | INFO | MOVE [20, 3] -> [21, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:05 | INFO | MOVE [22, 2] -> [23, 2] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:05 | WARNING | BLOCKED [9, 2] -> [9, 3] | WAIT=0
2025-12-20 01:53:05 | INFO | MOVE [12, 4] -> [13, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:05 | INFO | MOVE [6, 4] -> [7, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:05 | INFO | MOVE [25, 2] -> [25, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:05 | INFO | MOVE [11, 3] -> [12, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:05 | INFO | MOVE [17, 3] -> [18, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:05 | INFO | MOVE [3, 5] -> [3, 6] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:05 | WARNING | BLOCKED [5, 3] -> [6, 3] | WAIT=1
2025-12-20 01:53:05 | INFO | MOVE [9, 3] -> [10, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:05 | INFO | MOVE [15, 3] -> [16, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:05 | INFO | MOVE [7, 3] -> [8, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:05 | INFO | MOVE [24, 1] -> [25, 1] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:05 | INFO | MOVE [13, 3] -> [14, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:06 | INFO | MOVE [17, 4] -> [18, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:06 | INFO | MOVE [15, 4] -> [16, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:06 | INFO | MOVE [19, 4] -> [20, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:06 | INFO | MOVE [22, 4] -> [23, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:06 | INFO | MOVE [21, 3] -> [22, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:06 | INFO | MOVE [23, 2] -> [24, 2] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:06 | INFO | MOVE [13, 4] -> [14, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:06 | INFO | MOVE [25, 3] -> [25, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:06 | WARNING | BLOCKED [5, 3] -> [6, 3] | WAIT=2
2025-12-20 01:53:06 | INFO | MOVE [12, 3] -> [13, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:06 | INFO | MOVE [7, 4] -> [8, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:06 | INFO | MOVE [18, 3] -> [19, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:06 | INFO | MOVE [3, 6] -> [3, 7] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:06 | INFO | MOVE [10, 3] -> [11, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:06 | INFO | MOVE [6, 3] -> [6, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:06 | INFO | MOVE [16, 3] -> [17, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:06 | INFO | MOVE [9, 2] -> [9, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:06 | WARNING | BLOCKED [8, 3] -> [9, 3] | WAIT=0
2025-12-20 01:53:06 | INFO | MOVE [14, 3] -> [15, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:06 | INFO | MOVE [25, 1] -> [25, 2] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:06 | INFO | MOVE [5, 3] -> [6, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:06 | INFO | MOVE [13, 3] -> [14, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:06 | INFO | MOVE [18, 4] -> [19, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:06 | INFO | MOVE [19, 3] -> [20, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:06 | INFO | MOVE [16, 4] -> [17, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:06 | INFO | MOVE [3, 7] -> [3, 8] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:06 | INFO | MOVE [20, 4] -> [21, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:06 | INFO | MOVE [23, 4] -> [24, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:06 | INFO | MOVE [22, 3] -> [23, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:06 | WARNING | BLOCKED [24, 2] -> [25, 2] | WAIT=0
2025-12-20 01:53:06 | INFO | MOVE [14, 4] -> [15, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:06 | INFO | MOVE [25, 4] -> [25, 5] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:06 | INFO | MOVE [11, 3] -> [12, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:06 | INFO | MOVE [8, 4] -> [9, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:06 | INFO | MOVE [6, 4] -> [6, 5] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:06 | INFO | MOVE [17, 3] -> [18, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:06 | INFO | MOVE [15, 3] -> [16, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:06 | WARNING | BLOCKED [8, 3] -> [9, 3] | WAIT=1
2025-12-20 01:53:06 | WARNING | BLOCKED [9, 3] -> [9, 4] | WAIT=0
2025-12-20 01:53:06 | INFO | MOVE [25, 2] -> [25, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:07 | INFO | MOVE [3, 8] -> [3, 9] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:07 | INFO | MOVE [12, 3] -> [12, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:07 | INFO | MOVE [14, 3] -> [15, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:07 | INFO | MOVE [19, 4] -> [20, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:07 | INFO | MOVE [20, 3] -> [21, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:07 | INFO | MOVE [17, 4] -> [18, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:07 | INFO | MOVE [21, 4] -> [22, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:07 | INFO | MOVE [6, 5] -> [6, 6] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:07 | INFO | MOVE [18, 3] -> [19, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:07 | INFO | MOVE [24, 4] -> [25, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:07 | INFO | MOVE [23, 3] -> [24, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:07 | INFO | MOVE [15, 4] -> [16, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:07 | INFO | MOVE [25, 5] -> [25, 6] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:07 | WARNING | BLOCKED [8, 3] -> [9, 3] | WAIT=2
2025-12-20 01:53:07 | INFO | MOVE [9, 4] -> [10, 4] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:07 | INFO | MOVE [16, 3] -> [17, 3] | STATE=TO_PICKUP | MODE=NORMAL
2025-12-20 01:53:07 | INFO | MOVE [9, 3] -> [9, 4] | STATE=TO_PICKUP | MODE=NORMAL
